title,author,publish_date,synopsis,genre,purchase_link,img_link
Saving Neverland: Signed Bookplate Edition (Hardback),Abi Elphinstone,"A Standard Edition is available here Number 14 Darlington Road, looks like a perfectly ordinary townhouse - at first glance, anyway, but magic is good at hiding . . . when it's waiting for the right person to discover it. Martha Pennydrop is ten, and desperate to grow up. But growing up is a tricky business. It means turning your back on imagination, fun and magic, because those were the things that led to the Terrible Day when something awful nearly happened to Martha's younger brother, Scruff, which would have been All Her Fault. But when Martha and Scruff discover a drawer full of mysterious gold dust in the bedroom of their new house - along with a window that's seemingly impossible to close - it's the start of an incredible adventure to a magical world: Neverland! The Pennydrop's new house used to belong to another family - the Darlings - who once visited this world themselves. Now Peter Pan is back, and in need of their help. Neverland is in the icy grip of a terrible curse - cast long ago by Captain Hook. And only Martha and Scruff can save it . . . A reluctant Martha and excited Scruff are swept off to Neverland and into the company of the Lost Kids. But when Scruff is kidnapped, Martha must rediscover all the imagination, magic and belief she has buried deep inside herself for so long, to save him - and Neverland itself.",2023-01-05,"[""children's"", 'teenage', 'fiction', 'adventure', 'crime', 'thrillers', '', ""children's"", 'teenage', 'fiction', 'fantasy', ""children's"", 'teenage', 'fiction', 'family', 'home']",https://www.waterstones.com/book/saving-neverland/abi-elphinstone/9780241645215,https://cdn.waterstones.com/override/v1/large/9780/2416/9780241645215.jpg
Not So Black and White: A History of Race from White Supremacy to Identity Politics (Hardback),Kenan Malik,"A powerful new history of the idea of race, forcing us to rethink today's culture wars. Is white privilege real? How racist is the working class? Why has left-wing antisemitism grown? Who benefits most when anti-racists speak in racial terms? The 'culture wars' have generated ferocious argument, but little clarity. This book takes the long view, explaining the real origins of 'race' in Western thought, and tracing its path from those beginnings in the Enlightenment all the way to our own fractious world. In doing so, leading thinker Kenan Malik upends many assumptions underpinning today's heated debates around race, culture, whiteness and privilege. Malik interweaves this history of ideas with a parallel narrative: the story of the modern West's long, failed struggle to escape ideas of race, leaving us with a world riven by identity politics. Through these accounts, he challenges received wisdom, revealing the forgotten history of a racialised working class, and questioning fashionable concepts like cultural appropriation. Not So Black and White is both a lucid history rewriting the story of race, and an elegant polemic making an anti-racist case against the politics of identity.",2023-01-05,"['politics', 'society', 'education', 'sociology', 'anthropology', 'sociology', 'socialtheory', '', 'politics', 'society', 'education', 'society', 'culture', 'socialgroups', 'ethnicstudies']",https://www.waterstones.com/book/not-so-black-and-white/kenan-malik/9781787387768,https://cdn.waterstones.com/bookjackets/large/9781/7873/9781787387768.jpg
Ten Survival Skills for a World in Flux (Paperback),Tom Fletcher,"We all know there are major, overlapping, global crises ahead of humanity: climate change, mass migration, new warfare, big tech, further pandemics, authoritarian capitalism. Rather than be daunted, this book charts a way that we can respond. With expertise from his work at the highest levels of international politics, education, activism and business, Tom Fletcher offers a practical manifesto that can help us transform the way we learn, live, and work together. Amongst its key survival skills, this book offers ideas on how we renew education, restore society and reimagine the future. It helps us chart a course to take back control, to find purpose, and to become better ancestors. It helps us to learn the language of technology - without thinking like computers. It offers 39 steps that each of us can start to take today to boost our survivability. Vital, practical and accessible, this is a book about how we can anticipate the threats and opportunities of tomorrow and be ready for them - individually and collectively.",2023-01-05,"['politics', 'society', 'education', 'society', 'culture', 'socialissues', 'processes', 'socialmobility', '', 'politics', 'society', 'education', 'society', 'culture', 'politics', 'society', 'education', 'society', 'culture', 'socialissues', 'processes', 'socialdiscrimination', 'inequality']",https://www.waterstones.com/book/ten-survival-skills-for-a-world-in-flux/9780008447915,https://cdn.waterstones.com/bookjackets/large/9780/0084/9780008447915.jpg
Approach Without Caution: The 5-Step Plan to Take Control of Your Life (Hardback),James Haskell,"Is there always someone else to blame for your failures? Afraid of putting the real work in to achieve your goals? Are you sick of just being average and want to start winning? It's time to drown out self-doubt and the distracting noise of everyday life, to conquer your fears and approach challenges without caution. One of rugby's most ferocious flankers and successful players, James Haskell has always strived to be at the very top of his game. To achieve a global rugby career, he knew he had to keep his body strong. To go on to found an award-winning production company, become a successful DJ and bestselling author, he knew he had to keep his mind even stronger. Revolutionary and revealing, Approach Without Caution is James Haskell as you've never known him. Taking the lessons he's learned from both on and off the pitch, and turning them into a five pillar plan to take control of your life.",2023-01-05,"['health', 'lifestyle', 'popularpsychology', 'assertiveness', 'motivation', 'self-esteem', '', 'biography', 'truestories', 'sportbiographies', 'sportautobiographies', 'biography', 'truestories', 'memoirs']",https://www.waterstones.com/book/approach-without-caution/james-haskell/9780008495848,https://cdn.waterstones.com/bookjackets/large/9780/0084/9780008495848.jpg
Sugar Street (Hardback),Jonathan Dee,"In Jonathan Dee's elegant and explosive new novel, Sugar Street, an unnamed male narrator has hit the road with a large sum of cash stashed in an envelope under his car seat. Vigilantly avoiding security cameras, he drives until he meets a city where his past is unlikely to track him down. Renting a room from a less-than-stable landlady whose need for money outweighs her desire to ask questions, he seems to have escaped his former self. But can he? In a story that moves with swift dark humour and insight, Dee takes us through his narrator's attempt to disavow his former life of privilege and enter a blameless new existence. Having opted out of his material possessions and human connections, the pillars of his new self - simplicity, kindness, above all invisibility - grow shakier as he butts up against the daily lives of his neighbours in their politically divided working-class city. With the suspense of a crime thriller and the grace of our best literary fiction, Dee unspools the details of our unlikely hero's former life and his developing new one in a drumbeat roll up to a shocking final act. Sugar Street is a leaner, more personal, but still uncannily timely look at the volatile America of today. A risky, engrossing and surprisingly visceral story about a white man trying to escape his own troubling footprint and start his life over.",2023-01-05,"['fiction', 'modern', 'contemporaryfiction']",https://www.waterstones.com/book/sugar-street/jonathan-dee/9781472151964,https://cdn.waterstones.com/bookjackets/large/9781/4721/9781472151964.jpg
Living in the Light: Yoga for Self-Realization (Hardback),Dr Deepak Chopra,"A ground-breaking guide to the philosophy and practice of yoga from master of modern meditation Deepak Chopra.More than a form of exercise, yoga is a way of existing in the world rooted in physical, mental and spiritual practices. It defines everyday life as ideal and brings every experience, no matter how small, into the light.In this revelatory book, international bestselling author Deepak Chopra offers a simple eight-week programme covering the eight stages of transformation in yoga including transcendence, wholeness and breath. Featuring 50 poses in delicate line illustrations, created by Chopra and his long-time instructor Sarah Platt-Finger, Living in the Light will guide beginners and enthusiasts alike in nurturing a state of total awareness and a deeper understanding of self.",2023-01-05,"['health', 'lifestyle', 'self-help', 'personaldevelopment', '', 'health', 'lifestyle', 'copingwithpersonalproblems', 'stress', 'spirituality', 'beliefs', 'mind', 'body', 'spirit']",https://www.waterstones.com/book/living-in-the-light/dr-deepak-chopra/9781846047312,https://cdn.waterstones.com/bookjackets/large/9781/8460/9781846047312.jpg
The End of Nightwork (Hardback),Aidan Cottrell-Boyce,"Sean Hewitt Pol suffers from a very rare hormonal disorder that ages him erratically: when he was thirteen, his body aged ten years overnight, and now in his early thirties, he still has the outward appearance of a twenty-three-year-old. But with his condition dormant, Pol and his wife Caroline manage to live an ordinary life in London. They're happy enough, even if having a young child has put something of a strain on their marriage. That and Pol's obsessive interest in the writings of an obscure seventeenth-century Puritan prophet, Bartholomew Playfere, and his premonitions of ecological disaster and the end of the world. But while Pol is failing to complete his research on Playfere, he encounters a radical new movement that argues that all economic and political events are part of an aeon-long struggle between the old and the young - that the 'hoarist' habit of violence, their need to conquer, has also affected how they treat the planet. The leader of this popular movement predicts an imminent inter-generational conflict - father against son, mother against daughter - that echoes Playfere's own prophecies. Against this increasingly fraught backdrop, Pol's dormant condition threatens to resurface - putting both the safety and happiness of his family at risk.",2023-01-05,"['fiction', 'modern', 'contemporaryfiction']",https://www.waterstones.com/book/the-end-of-nightwork/aidan-cottrell-boyce/9781783789528,https://cdn.waterstones.com/bookjackets/large/9781/7837/9781783789528.jpg
Approach Without Caution: Signed Edition (Hardback),James Haskell,"A Standard Edition is available here Is there always someone else to blame for your failures? Afraid of putting the real work in to achieve your goals? Are you sick of just being average and want to start winning? It's time to drown out self-doubt and the distracting noise of everyday life, to conquer your fears and approach challenges without caution. One of rugby's most ferocious flankers and successful players, James Haskell has always strived to be at the very top of his game. To achieve a global rugby career, he knew he had to keep his body strong. To go on to found an award-winning production company, become a successful DJ and bestselling author, he knew he had to keep his mind even stronger. Revolutionary and revealing, Approach Without Caution is James Haskell as you've never known him. Taking the lessons he's learned from both on and off the pitch, and turning them into a five pillar plan to take control of your life.",2023-01-05,"['health', 'lifestyle', 'popularpsychology', 'assertiveness', 'motivation', 'self-esteem', '', 'biography', 'truestories', 'sportbiographies', 'sportautobiographies', 'biography', 'truestories', 'memoirs']",https://www.waterstones.com/book/approach-without-caution/james-haskell/2928377151461,https://cdn.waterstones.com/override/v1/large/2928/3771/2928377151461.jpg
Magritte: A Life (Paperback),Alex Danchev,"Rene Magritte's surreal sensibility, deadpan melodrama, and fine-tuned outrageousness have all become inescapably part of our times. But these groundbreaking subversions all came from a middle-class Belgian gent, who kept a modest house in a Brussels suburb and whose first one-man show sold absolutely nothing. Through a deep examination of Magritte's friendships and his artistic development, Alex Danchev explores the path of an highly unconventional artist who posed profound questions about the relationship between image and reality, challenged the very nature of authenticity and whose influence can be seen in the work of everyone from Jasper Johns to Beyonce.",2023-01-05,"['art', 'fashion', 'photography', 'art', 'design', 'art', 'designstyles/historyofart']",https://www.waterstones.com/book/magritte/alex-danchev/9781781250785,https://cdn.waterstones.com/bookjackets/large/9781/7812/9781781250785.jpg
Baptism of Fire: Collector's Hardback Edition - The Witcher (Hardback),Andrzej Sapkowski,"Geralt of Rivia is on a mission to save his ward, Ciri, and with her the world, in this third novel in the bestselling Witcher series that inspired the Netflix show and video games. Now in a brand-new hardcover edition, this is the ultimate way to experience the epic story of the Witcher.The Wizards Guild has been shattered by a coup and, in the uproar, Geralt was seriously injured. The Witcher is supposed to be a guardian of the innocent, a protector of those in need, a defender against powerful and dangerous monsters that prey on men in dark times.But now that dark times have fallen upon the world, Geralt is helpless until he has recovered from his injuries.While war rages across all of the lands, the future of magic is under threat and those sorcerers who survive are determined to protect it. It's an impossible situation in which to find one girl - Ciri, the heiress to the throne of Cintra, has vanished - until a rumour places her in the Niflgaard court, preparing to marry the Emperor. Injured or not, Geralt has a rescue mission on his hands.Translated by David French.",2023-01-05,"['sciencefiction', 'fantasy', 'horror', 'fantasy']",https://www.waterstones.com/book/baptism-of-fire/andrzej-sapkowski/david-french/9781399611107,https://cdn.waterstones.com/bookjackets/large/9781/3996/9781399611107.jpg
Season of Storms: Collector's Hardback Edition - The Witcher (Hardback),Andrzej Sapkowski,"Before he was Ciri's guardian, Geralt of Rivia was a legendary swordsman. Season of Storms is an adventure set in the world of the Witcher, the book series that inspired the hit Netflix show and bestselling video games. Now in a brand-new hardcover edition, this is the ultimate way to experience the epic story of the Witcher.Geralt. The witcher whose mission is to protect ordinary people from the monsters created with magic. A mutant who has the task of killing unnatural beings. He uses a magical sign, potions and the pride of every witcher - two swords, steel and silver. But what would happen if Geralt lost his weapons? Andrzej Sapkowski returns to his phenomenal world of the Witcher in a stand-alone novel where Geralt fights, travels and loves again, Dandelion sings and flies from trouble to trouble, sorcerers are scheming ... and across the whole world clouds are gathering.The season of storms is coming...Translated by David French.",2023-01-05,"['sciencefiction', 'fantasy', 'horror', 'fantasy']",https://www.waterstones.com/book/season-of-storms/andrzej-sapkowski/david-french/9781399611138,https://cdn.waterstones.com/bookjackets/large/9781/3996/9781399611138.jpg
you are your own fairy tale (Hardback),Amanda Lovelace,"Goodreads Choice Award-winning poet and bestselling author amanda lovelace presents the you are your own fairy tale series bound collection- a beautiful and empowering trilogy that proves the only thing needed for a happily ever after is yourself.this elegantly bound edition of amanda lovelace's you are your own fairy tale trilogy includes all of the poems from break your glass slippers, shine your icy crown, & unlock your storybook heart that you fell in love with, as well as a new & never-before-seen introduction written by the author. you are your ownfairy tale is a must have for every lover of beautiful things & magical words.",2023-01-05,"['poetry', 'drama', 'criticism', 'poetry', 'individualpoets']",https://www.waterstones.com/book/you-are-your-own-fairy-tale/amanda-lovelace/9781524880859,https://cdn.waterstones.com/bookjackets/large/9781/5248/9781524880859.jpg
Five Survive (Hardback),Holly Jackson,"The brand new, explosive crime thriller from Holly Jackson, best-selling, award-winning author of the Good Girl’s Guide to Murder trilogy.  Eighteen year old Red and her friends are on a road trip in an RV, heading to the beach for Spring Break. It’s a long drive but spirits are high. Until the RV breaks down in the middle of nowhere. And as the wheels are shot out, one by one, the friends realise that this is no accident.  There’s a sniper out there. He’s watching them and he knows exactly who they are. One of the group has a secret that the sniper is willing to kill for.  As a game of cat-and-mouse plays out, the group desperately tries to get help. Buried secrets are forced to light and tensions within the group reach deadly levels. Only one thing is for sure. Not everyone will survive the night . . .",2022-12-08,"[""children's"", 'teenage', 'fiction', 'adventure', 'crime', 'thrillers', 'thrillers', '', 'crime', 'thrillers', 'mystery', 'crime', 'mystery', 'classiccrime', ""children's"", 'teenage', 'fiction', 'adventure', 'crime', 'thrillers', 'mystery', 'crime']",https://www.waterstones.com/book/five-survive/holly-jackson/9780755504404,https://cdn.waterstones.com/override/v3/large/9780/7555/9780755504404.jpg
"The Greatest Self-Help Book (is the one written by you): A Daily Journal for Gratitude, Happiness, Reflection and Self-Love (Hardback)",Vex King,"Bestselling author of Good Vibes, Good Life and Healing is the New High, Vex King and social media star, Kaushal, as the husband and wife duo come together on their first ever project with The Greatest Self-Help Book, a game-changing daily journal that allows you to write your own self-help book. Filled with exercises, activities and visual prompts, this journal will help you to understand and regulate your emotions, build and maintain routines and habits that work for you, shift negative mindsets and cultivate positive thought patterns, track personal growth, build self-awareness and carve out time to practise self-love and gratitude. A journal like no other, expect to find: - Daily gratitude and positive affirmations - Therapy-led exercises and interactive mindful activities - Monthly self-reflections to track personal growth - Mind, body and spirit check-insThink of this as your companion to help you build a healthier relationship with yourself and others. The Greatest Self-Help Book is the one written by you. With its minimalistic and luxurious design, complete with a beautiful cloth fabric hardback cover and a ribbon bookmark, this journal is the perfect gift for loved ones. Made using mineral oil-free ink and paper manufactured from pulp, sourced from legally and sustainably managed forests.",2022-12-08,"['health', 'lifestyle', 'popularpsychology', 'assertiveness', 'motivation', 'self-esteem', '', 'biography', 'truestories', 'diaries', 'letters', 'journals', 'stationery', 'gifts', 'stationeryitems']",https://www.waterstones.com/book/the-greatest-self-help-book-is-the-one-written-by-you/vex-king/kaushal/9781035005185,https://cdn.waterstones.com/bookjackets/large/9781/0350/9781035005185.jpg
The Art of Manifesting (Hardback),Carolyn Boyes,"The book that will change the way you think about life... The Art of Manifesting inspires readers to discover how to tap into the power of the universe to create change. Each section is focussed around manifesting a specific area of life with ideas, quotations and pointers to allow the reader to picture their desires, direct their thoughts, and manifest joy, health and wellbeing. Move from a life full of distractions into a life full of enthusiasm and passion. This book is a detailed, step by step how-to guide for those wishing to manifest change in their life. By following the techniques and suggestions, readers will be equipped with a simple, yet highly effective mindset that they can apply to any career, relationship or aspect of their lives. Go ahead-be curious!",2022-12-08,"['spirituality', 'beliefs', 'mind', 'body', 'spirit', 'meditation', 'visualisation', '', 'health', 'lifestyle', 'copingwithpersonalproblems', 'illness', 'specificconditions', 'health', 'lifestyle', 'self-help', 'personaldevelopment']",https://www.waterstones.com/book/the-art-of-manifesting/carolyn-boyes/9780008523060,https://cdn.waterstones.com/bookjackets/large/9780/0085/9780008523060.jpg
Never Give In: The 12 Commando Rules for Life (Hardback),Major Scotty Mills,"In Never Give In, former Royal Marine Major Scotty Mills blends personal experiences from his remarkable life and career with inspirational advice and insights to provide his 12 Commando Rules for Life that could help anyone to do better and reach their targets. A sudden downpour while Scotty Mills was walking down a street in South London sent him diving for cover into the nearest shop. It turned out to be a recruitment centre for the Royal Marines and, after a few minutes' conversation while waiting for the rain to stop, Scotty was hooked and signed up to join the elite force. It changed his life and set him on a new direction that would end up with him leading the Marines on operations around the world, becoming an Olympic flag bearer in 2012 and dining at Buckingham Palace with the Queen and the royal family. Scotty shares his lessons of performance and resilience with the reader, inviting them into the secrets of elite culture. His compelling story is one that combines tragedy with remarkable insight about the power of human inspiration. Scotty has worked with many of our nation's top sports teams, helping them to achieve their goals, and in Never Give In he shares his methods with his readers to guide them to peak performance in all aspects of their life and career.",2022-12-08,"['health', 'lifestyle', 'self-help', 'personaldevelopment', '', 'biography', 'truestories', 'historical', 'political', 'militarybiographies', 'historical', 'political', 'militaryautobiographies']",https://www.waterstones.com/book/never-give-in/major-scotty-mills/9781398508446,https://cdn.waterstones.com/bookjackets/large/9781/3985/9781398508446.jpg
Stella Maris (Hardback),Cormac McCarthy,"1972, Black River Falls, Wisconsin: Alicia Western, twenty years old, with forty thousand dollars in a plastic bag, admits herself to the hospital. A doctoral candidate in mathematics at the University of Chicago, Alicia has been diagnosed with paranoid schizophrenia, and she does not want to talk about her brother, Bobby. Instead, she contemplates the nature of madness, the human insistence on one common experience of the world; she recalls a childhood where, by the age of seven, her own grandmother feared for her; she surveys the intersection of physics and philosophy; and she introduces her cohorts, her chimeras, the hallucinations that only she can see. All the while, she grieves for Bobby, not quite dead, not quite hers. Told entirely through the transcripts of Alicia's psychiatric sessions, Stella Maris is a searching, rigorous, intellectually challenging coda to The Passenger, a philosophical inquiry that questions our notions of God, truth, and existence.",2022-12-06,"['crime', 'thrillers', 'mystery', 'thrillers', '', 'fiction', 'modern', 'contemporaryfiction']",https://www.waterstones.com/book/stella-maris/cormac-mccarthy/9780330457446,https://cdn.waterstones.com/override/v2/large/9780/3304/9780330457446.jpg
The Passenger & Stella Maris: Box Set,Cormac McCarthy,"A Standard Edition of The Passenger is available here A Standard Edition of Stella Maris is available here The Passenger 1980, Pass Christian, Mississippi: It is three in the morning when Bobby Western zips the jacket of his wetsuit and plunges from the boat deck into darkness. His divelight illuminates the sunken jet, nine bodies still buckled in their seats, hair floating, eyes devoid of speculation. Missing from the crash site are the pilot's flightbag, the plane's black box, and the tenth passenger. But how? A collateral witness to machinations that can only bring him harm, Western is shadowed in body and spirit - by men with badges; by the ghost of his father, inventor of the bomb that melted glass and flesh in Hiroshima; and by his sister, the love and ruin of his soul. Traversing the American South, from the garrulous bar rooms of New Orleans to an abandoned oil rig off the Florida coast, The Passenger is a breathtaking novel of morality and science, the legacy of sin, and the madness that is human consciousness. Stella Maris 1972, Black River Falls, Wisconsin: Alicia Western, twenty years old, with forty thousand dollars in a plastic bag, admits herself to the hospital. A doctoral candidate in mathematics at the University of Chicago, Alicia has been diagnosed with paranoid schizophrenia, and she does not want to talk about her brother, Bobby. Instead, she contemplates the nature of madness, the human insistence on one common experience of the world; she recalls a childhood where, by the age of seven, her own grandmother feared for her; she surveys the intersection of physics and philosophy; and she introduces her cohorts, her chimeras, the hallucinations that only she can see. All the while, she grieves for Bobby, not quite dead, not quite hers. Told entirely through the transcripts of Alicia's psychiatric sessions, Stella Maris is a searching, rigorous, intellectually challenging coda to The Passenger, a philosophical inquiry that questions our notions of God, truth, and existence.",2022-12-06,"['fiction', 'modern', 'contemporaryfiction', '', 'crime', 'thrillers', 'mystery', 'thrillers', 'giftbooks']",https://www.waterstones.com/product/the-passenger-and-stella-maris-box-set/cormac-mccarthy/9781035003808,https://cdn.waterstones.com/bookjackets/large/9781/0350/9781035003808.jpg
Cat Kid Comic Club Collaborations (Hardback),Dav Pilkey,"The Cat Kid Comic Club learns to collaborate in this creative, funny, and insightful graphic novel by Dav Pilkey. Excitement and imagination run wild as Naomi, Melvin, Poppy, Gilbert, Curly, and their siblings get back to making comics with originality and laughter. But wait - have they cleaned their rooms yet?! After their chores, the rambunctious group presents even more amazing mini-comics: a thrilling ride in ""Chubbs McSpiderbutt"", an action-packed romp in ""Frogzilla"", reflective haikus in ""In the Autumn Pond"", a candy-coated mystery in ""Mallo Cop"", and much, much, more. By working together, the baby frogs discover that small things can have a huge impact. In this innovative graphic novel series, award-winning author and illustrator Dav Pilkey employs a variety of techniques - including origami, acrylic paints, colored pencils, photography, collage, gouache, watercolors, and more - to capture the creative and joyful spirit of collaboration. The variety of art styles, paired with Pilkey's trademark storytelling and humour, inspires imagination and innovation for readers of all ages. Readers of all ages will be inspired to dream up their own stories and unleash their own creativity as they dive into this pioneering graphic novel adventure from Dav Pilkey Full colour pages throughout make it a fun and bright read!",2022-11-29,"[""children's"", 'teenage', 'fiction', 'comics', 'graphicnovels', '', ""children's"", 'teenage', 'picturebooks', 'characters', ""children's"", 'teenage', 'fiction', 'generalfiction']",https://www.waterstones.com/book/cat-kid-comic-club-collaborations/dav-pilkey/dav-pilkey/9781338846621,https://cdn.waterstones.com/bookjackets/large/9781/3388/9781338846621.jpg
A Message from Ukraine (Hardback),Volodymyr Zelensky,"The words of a man. The message of a people. President Volodymyr Zelensky’s message to the world – a rallying cry for us all to stand up, support Ukraine and fight for democracy. Bringing together a new introduction by Volodymyr Zelensky with his most powerful war speeches, this book recounts Ukraine's story through the words of its president. It is the story of a nation valiantly defending itself from Russian aggression. And it is the story of a people leading the world in the struggle for democracy. Above all, it is a battle cry for us all to stand up and fight for liberty. If not now, when? All President Zelensky's proceeds from A Message from Ukraine - amounting to at least 60p per copy of the print book sold in the UK - will be donated to United24, the President's initiative to collect charitable donations in support of Ukraine. For more information about United24 visit u24.gov.ua.",2022-11-24,"['poetry', 'drama', 'criticism', 'prose:non-fiction', 'speeches', '', 'politics', 'society', 'education', 'politics', 'government', 'politicalstructure', 'processes', 'politicalleaders', 'leadership', 'politics', 'society', 'education', 'politics', 'government', 'politicalstructure', 'processes', 'democracy']",https://www.waterstones.com/book/a-message-from-ukraine/volodymyr-zelensky/9781529153545,https://cdn.waterstones.com/bookjackets/large/9781/5291/9781529153545.jpg
Black Paradox - Junji Ito (Hardback),Junji Ito,"Three-time Eisner Award winner Junji Ito's legendary sci-fi thriller is finally available in English! Four people intent on killing themselves meet through the suicide website Black Paradox: Maruso, a nurse who despairs about the future; Taburo, a man who is tortured by his doppelganger; Pii-tan, an engineer with his own robot clone; and Baracchi, a woman who agonizes about the birthmark on her face. They wander together in search of the perfect death, fatefully opening a door that leads them to a rather bizarre destiny...",2022-11-24,"['graphicnovels', 'manga', 'manga']",https://www.waterstones.com/book/black-paradox/junji-ito/9781974728633,https://cdn.waterstones.com/bookjackets/large/9781/9747/9781974728633.jpg
Invasion: Russia's Bloody War and Ukraine's Fight for Survival (Hardback),Luke Harding,"For months, the omens had pointed in one scarcely believable direction: Russia was about to invade Ukraine. And yet, the world was stunned by the epochal scale of the assault that began in February 2022. It was an attempt by one nation to devour another. Invasion is Luke Harding's compelling chronicle of the war that changed everything. For this breathtaking work of reportage he spent months reporting on the ground during the build up to the conflict and afterward; his book tells of the initial days of shock and panic, the grim reality of this ongoing war, and the unheard human stories behind the headlines. Invasion also offers insightful portraits of the the war's two great personalities. One, Volodymyr Zelenskiy, is an actor-turned-president who rallied support on a global stage. The other, Vladimir Putin, is a dictator who dwells in a strange and unreachable realm. Harding examines the ideological, religious and personal reasons behind Putin's decision to invade. And he confronts a crucial question: which side will prevail in this terrible war? With the ripple effects of the largest armed conflict in Europe since 1945 already being felt beyond Ukraine and Russia's borders, it is more vital than ever to understand how the situation on the front line will have profound effects for us all. Written in Luke Harding's starkly transfixing style, Invasion makes for essential reading.",2022-11-24,"['politics', 'society', 'education', 'politics', 'government', 'internationalrelations', 'geopolitics', '', 'history', 'militaryhistory', 'post-ww2conflicts']",https://www.waterstones.com/book/invasion/luke-harding/9781783352821,https://cdn.waterstones.com/bookjackets/large/9781/7833/9781783352821.jpg
The Sanctuary (Hardback),Emma Haughton,"Very few people get to stay here. And some don't get to leave... Zoey doesn't remember anything about last night. But she knows something went badly wrong. For she is no longer in New York. She's woken up in the desert, in a white building she doesn't recognise, and she's alone. When she discovers she's been admitted to The Sanctuary, a discreet, mysterious, isolated refuge from normal life, to avoid jail, she is stunned. She knows she has secrets, troubles, but she thought she had everything under control. But as she spends more time with other residents, she begins to open up about what she's running from. Until she realises that not everyone in The Sanctuary has her best interests at heart, and someone might even be a killer...",2022-11-24,"['crime', 'thrillers', 'mystery', 'thrillers']",https://www.waterstones.com/book/the-sanctuary/emma-haughton/9781529356663,https://cdn.waterstones.com/bookjackets/large/9781/5293/9781529356663.jpg
"The Boy, the Mole, the Fox and the Horse: The Animated Story (Hardback)",Charlie Mackesy,"A journey, in search of home. Charlie Mackesy's beloved The Boy, the Mole, the Fox and the Horse has been adapted into an animated short film, coming to BBC One and iPlayer this Christmas. This beautifully made hardback celebrates the work of over 100 animators across two years of production - with Charlie's distinctive illustrations brought to life in full colour with hand-drawn traditional animation and accompanying hand-written script. 'I made a film with some friends about a boy, a mole, a fox and a horse - their journey together and the boy's search for home. I hope this book gives you courage and makes you feel loved.' - Love Charlie x",2022-11-22,"['health', 'lifestyle', 'self-help', 'personaldevelopment', '', 'spirituality', 'beliefs', 'philosophy', 'popularphilosophy', 'spirituality', 'beliefs', 'mind', 'body', 'spirit']",https://www.waterstones.com/book/the-boy-the-mole-the-fox-and-the-horse-the-animated-story/charlie-mackesy/9781529197686,https://cdn.waterstones.com/bookjackets/large/9781/5291/9781529197686.jpg
Whatever Next?: Lessons from an Unexpected Life (Hardback),Anne Glenconner,"Anne Glenconner's glittering life hasn't always been golden. As she revealed in her astonishing bestselling memoir Lady in Waiting, it has been one of stark contrasts - from growing up in the splendour of Holkham Hall to living in a tent in the jungle of Mustique, from travelling the world with Princess Margaret to coping with her wildly unpredictable husband Lord Glenconner. She has also survived the loss of two of her sons and nursed a third son back from a coma. Now in her ninetieth year, and at her happiest, Anne brings her bracing honesty, characteristic wit, and courage to reflect on and reveal more about her long and unexpected life, and what it's taught her. As a wife, she became a master in the art of keeping the peace, knowing when to pick her battles, and when she needed help. As a hostess, she acquired great practical skills in throwing marvellous parties and looking after magnificent homes, and, as a lady in waiting, became well versed in diplomacy and etiquette. It was as a mother she learnt the toughest lessons of all, and through them the value of friendship, family, and laughter to get her through the worst moments in life, as well as celebrate the best of them. Anne Glenconner's Whatever Next? is the richly entertaining proof that staying open to every new adventure and being ready for whatever happens sets an inspiring example for us all.",2022-11-17,"['biography', 'truestories', 'memoirs', '', 'biography', 'truestories', 'royalbiographies', 'biography', 'truestories', 'royalbiographies', 'royalautobiographies']",https://www.waterstones.com/book/whatever-next/anne-glenconner/9781529395754,https://cdn.waterstones.com/bookjackets/large/9781/5293/9781529395754.jpg
The Light We Carry: Overcoming In Uncertain Times (Hardback),Michelle Obama,"Her life. Her learnings. Her toolkit to live boldly. How do we build enduring and honest relationships? How can we discover strength and community inside our differences? What do we do when it all starts to feel like too much? Michelle Obama believes that when we light up for others, we can illuminate the richness and potential of the world around us, discovering deeper truths and new pathways for progress. In The Light We Carry, the former First Lady shares her practical wisdom and powerful strategies for staying hopeful and balanced in today's highly uncertain world. A mother, daughter, spouse and friend, she shares fresh stories, her insightful reflections on change and the earned wisdom that helps her continue to ""become."" With her trademark humour, candour, and compassion, she also explores issues connected to race, gender, and visibility, encouraging readers to work through fear, find strength in community, and live with boldness. The Light We Carry will inspire readers to examine their own lives, identify their sources of gladness, and connect meaningfully in a turbulent world.",2022-11-15,"['biography', 'truestories', 'memoirs', '', 'health', 'lifestyle', 'self-help', 'personaldevelopment', 'health', 'lifestyle', 'careers', 'achievingsuccess']",https://www.waterstones.com/book/the-light-we-carry/michelle-obama/9780241621240,https://cdn.waterstones.com/bookjackets/large/9780/2416/9780241621240.jpg
